timestamp,value
0,35.6897
0,-6.2146
0,28.66
0,18.9667
0,14.6
0,31.1667
0,-23.5504
0,37.56
0,19.4333
0,23.1288
0,39.905
0,30.0561
0,40.6943
0,22.5411
0,55.7558
0,13.75
0,-34.5997
0,22.535
0,23.7289
0,6.45
0,41.01
0,34.75
0,24.86
0,12.9699
0,35.7
0,-4.3233
0,10.8167
0,34.1139
0,-22.9083
0,32.9987
0,38.8671
0,13.0825
0,30.66
0,31.5497
0,48.8566
0,51.5072
0,35.0606
0,39.1467
0,38.0422
0,33.625
0,-12.05
0,17.3667
0,36.6116
0,4.6126
0,36.7167
0,35.1167
0,30.5872
0,35.2333
0,25.8292
0,34.261
0,41.8373
0,-8.8383
0,28.1987
0,32.8986
0,3.1478
0,35.4
0,23.0475
0,36.6667
0,23.0292
0,21.0245
0,18.5196
0,29.5628
0,43.9
0,32.9773
0,29.875
0,38.3037
0,32.05
0,31.8639
0,23.03
0,22.305
0,21.1967
0,27.2418
0,26.8968
0,15.6031
0,31.9829
0,33.3936
0,22.8192
0,34.2667
0,41.8039
0,39.6292
0,-33.45
0,34.7492
0,34.4259
0,37.3997
0,24.65
0,-6.8
0,32.1264
0,28.4419
0,34.6587
0,27.3019
0,24.9139
0,30.25
0,25.7839
0,30.45
0,21.6618
0,25.0433
0,30.7991
0,27.705
0,23.5533
0,31.7542
0,27.8041
0,40.4167
0,29.0397
0,28.6583
0,36.45
0,25.5102
0,21.17
0,33.35
0,36.1167
0,1.3
0,32.7936
0,31.2152
0,33.6333
0,32.0654
0,40.0077
0,29.987
0,-1.2864
0,35.2992
0,39.93
0,36.2001
0,22.6293
0,37.4513
0,29.7863
0,33.7627
0,26.4515
0,16.8
0,43.7417
0,46.6384
0,38.9047
0,47.3398
0,29.1046
0,59.95
0,23.3735
0,-33.865
0,34.4996
0,33.9331
0,20.6767
0,31.304
0,26.0769
0,27.3328
0,31.2231
0,-19.9281
0,24.5093
0,33.8626
0,-37.8136
0,28.6842
0,34.35
0,32.4831
0,-7.2458
0,5.3364
0,27.5494
0,27.1172
0,31.4669
0,30.9273
0,30.0
0,31.2
0,35.0304
0,33.735
0,23.1115
0,33.5
0,34.5906
0,25.7989
0,25.2667
0,29.7048
0,30.5
0,42.3188
0,34.7936
0,22.5833
0,31.8122
0,41.3825
0,31.5667
0,36.7831
0,30.7522
0,38.9
0,37.7348
0,45.75
0,32.3912
0,28.7596
0,-26.2044
0,28.5833
0,24.2998
0,42.2663
0,33.5992
0,26.5794
0,39.5196
0,40.8108
0,38.4127
0,36.0812
0,27.9991
0,25.6667
0,28.8918
0,34.0244
0,29.5872
0,33.5722
0,30.1256
0,23.05
0,30.7083
0,23.0961
0,24.4797
0,32.3062
0,27.9814
0,27.8407
0,31.95
0,21.5428
0,27.7378
0,31.1289
0,23.6842
0,31.334
0,23.0965
0,47.6211
0,37.3806
0,35.4333
0,24.3264
0,34.3609
0,30.4673
0,33.0794
0,34.5328
0,34.8667
0,52.5167
0,41.1066
0,36.0617
0,40.9739
0,37.7562
0,35.7639
0,30.5098
0,35.229
0,32.9354
0,45.5089
0,42.3834
0,23.901
0,35.1
0,36.7764
0,34.5809
0,37.8733
0,32.6351
0,26.847
0,41.5757
0,24.6928
0,29.5854
0,38.2655
0,43.1715
0,22.5333
0,36.1953
0,32.8312
0,31.418
0,-17.7892
0,39.9398
0,31.8576
0,32.2109
0,43.8225
0,43.6172
0,23.7503
0,27.7233
0,21.95
0,26.9167
0,38.4178
0,9.0272
0,30.0575
0,-15.7939
0,36.3069
0,41.1144
0,42.2841
0,24.8011
0,29.375
0,22.7664
0,44.9635
0,50.45
0,15.35
0,14.6333
0,35.5806
0,37.4639
0,40.1833
0,26.6667
0,27.9942
0,46.5979
0,52.48
0,25.4394
0,30.8695
0,-12.9708
0,23.4833
0,27.8431
0,39.7621
0,41.8931
0,-16.4942
0,39.03
0,12.0
0,24.15
0,15.6835
0,29.3498
0,44.5861
0,40.7094
0,22.6167
0,-2.1833
0,35.4164
0,53.4794
0,26.4725
0,40.6562
0,25.0478
0,26.6448
0,23.67
0,25.0881
0,7.3964
0,40.8151
0,-18.9386
0,33.535
0,37.5
0,22.335
0,18.4764
0,30.9475
0,26.2658
0,40.6501
0,21.8556
0,6.2447
0,22.9242
0,-27.4678
0,25.1211
0,25.2697
0,33.583
0,35.7278
0,25.15
0,32.4353
0,3.44
0,30.2018
0,35.8667
0,-3.7275
0,14.6099
0,3.8578
0,4.05
0,43.85
0,40.7503
0,23.8864
0,36.9081
0,41.3
0,-6.95
0,21.1539
0,32.4831
0,40.1167
0,33.868
0,-6.2333
0,28.6667
0,32.525
0,46.8081
0,5.6037
0,24.3495
0,26.2456
0,49.25
0,-6.1783
0,37.8714
0,40.7498
0,40.6653
0,37.0
0,3.6667
0,34.7736
0,22.7206
0,31.7135
0,35.5412
0,28.9545
0,40.3667
0,30.7804
0,33.9562
0,36.6239
0,-17.8292
0,36.5952
0,23.1367
0,11.5696
0,33.6
0,2.0408
0,35.4906
0,23.2993
0,28.45
0,24.8141
0,33.9381
0,39.3051
0,20.8
0,36.2333
0,23.7333
0,33.6007
0,6.6833
0,45.5372
0,22.3
0,-31.9522
0,29.4658
0,17.7333
0,32.15
0,37.0667
0,41.8708
0,38.6358
0,12.6458
0,-0.2186
0,53.9022
0,27.6333
0,22.4167
0,37.1583
0,-5.897
0,34.0
0,43.0621
0,24.4164
0,45.2937
0,10.5
0,42.0127
0,36.2
0,43.25
0,35.3333
0,48.2083
0,53.7997
0,38.5667
0,-15.7861
0,22.9833
0,22.2769
0,44.4
0,37.9278
0,23.25
0,-25.4297
0,30.1978
0,40.08
0,-25.3
0,34.75
0,53.55
0,0.05
0,-4.2667
0,28.4772
0,36.8
0,35.0111
0,-3.1
0,41.2643
0,36.5448
0,37.3019
0,52.2167
0,37.45
0,-11.6697
0,20.02
0,33.5131
0,34.1299
0,50.8333
0,32.6447
0,47.4983
0,50.2458
0,-15.4167
0,25.3792
0,37.9108
0,18.6278
0,39.3408
0,41.4767
0,40.4396
0,25.61
0,36.3667
0,30.3004
0,30.82
0,21.4225
0,9.5092
0,0.3136
0,19.6097
0,39.1413
0,-5.1331
0,31.3867
0,30.9083
0,55.0077
0,-6.394
0,24.965
0,39.1239
0,12.3572
0,7.0667
0,40.7834
0,-6.9667
0,38.4795
0,14.65
0,55.0333
0,35.0833
0,27.18
0,35.8327
0,39.7771
0,29.2942
0,19.0333
0,19.2502
0,9.9197
0,41.292
0,22.8
0,-8.0539
0,39.9862
0,38.0833
0,10.6333
0,29.1255
0,21.4667
0,46.6388
0,34.6913
0,35.208
0,29.9888
0,31.65
0,21.6146
0,24.9633
0,28.1958
0,29.9361
0,30.1697
0,-1.4558
0,23.4
0,20.9147
0,35.1667
0,20.0
0,-30.0328
0,10.1667
0,6.1667
0,36.7335
0,36.351
0,48.1372
0,-36.85
0,56.8356
0,29.7132
0,32.6889
0,29.61
0,34.3422
0,-2.9833
0,21.1167
0,32.05
0,50.0
0,35.53
0,31.8775
0,30.6583
0,36.008
0,27.778
0,52.6736
0,23.6139
0,35.7497
0,40.8501
0,21.9135
0,52.0767
0,5.4833
0,25.3575
0,28.4333
0,47.9203
0,-16.6806
0,38.7333
0,28.1188
0,44.8167
