timestamp,value
0,7.2359104
0,27.397867
0,30.009838
0,1.9386592
0,8.209263
0,11.165805
0,3.096837
0,26.141552
0,2.9024127
0,5.95906
0,17.418196
0,18.25026
0,12.413477
0,12.864649
0,18.532133
0,5.495161
0,29.951483
0,14.241629
0,12.522619
0,5.3517847
0,23.157824
0,8.350138
0,3.9763298
0,2.7416782
0,7.072878
0,19.022177
0,5.95906
0,5.1165614
0,34.778683
0,7.2359104
0,7.342588
0,5.7599998
0,22.3229
0,5.0911684
0,8.089993
0,36.707645
0,11.177405
0,10.594036
0,24.606731
0,16.454008
0,7.289444
0,19.33639
0,13.339445
0,0.35999998
0,33.348125
0,17.518356
0,7.10031
0,7.172949
0,11.384198
0,14.24163
0,8.373386
0,8.707237
0,8.209263
0,4.6938257
0,33.280045
0,5.5887027
0,5.4119864
0,37.10795
0,18.25026
0,10.483357
0,7.729527
0,3.2399998
0,4.802999
0,1.1384199
0,2.3051248
0,2.5959969
0,9.1641035
0,18.806337
0,2.52
0,3.563818
0,5.904439
0,7.172949
0,4.510787
0,39.96162
0,5.6002855
0,27.288855
0,13.493999
0,6.849467
0,15.226764
0,42.841507
0,27.36947
0,2.3051248
0,7.8625183
0,6.162207
0,6.4096174
0,3.2599385
0,2.5959969
0,8.557102
0,12.413476
0,9.449572
0,21.313093
0,3.6179552
0,7.8954163
0,15.725037
0,6.6185193
0,15.517629
0,36.764088
0,14.33234
0,3.2399998
0,10.829959
0,6.28713
0,10.823973
0,17.026896
0,43.672913
0,11.043261
0,4.1046314
0,6.379216
0,20.545246
0,15.484185
0,9.726664
0,8.913181
0,22.682856
0,9.178235
0,7.5685663
0,12.475961
0,8.404285
0,8.913181
0,25.233406
0,4.802999
0,10.483357
0,4.0249224
0,12.605142
0,11.983188
0,4.198285
0,11.27553
0,4.8433046
0,7.69592
0,8.654987
0,13.450708
0,3.7585104
0,15.546833
0,11.298495
0,7.771331
0,9.449572
0,36.217144
0,6.489992
0,8.373386
0,6.151683
0,9.227524
0,3.319036
0,11.808878
0,14.587776
0,1.484318
0,20.275385
0,3.8268526
0,4.32
0,2.3051248
0,28.467329
0,8.28
0,7.2
0,4.452954
0,4.8433046
0,6.792466
0,1.4399999
0,11.384199
0,16.946787
0,24.569832
0,5.5887027
0,26.009842
0,0.35999998
0,27.44513
0,7.771331
0,8.311245
0,9.220499
0,8.39657
0,5.0528407
0,3.2399998
0,4.3349743
0,22.180206
0,6.4799995
0,7.9932966
0,7.8625183
0,14.618837
0,44.30341
0,23.039999
0,6.28713
0,12.979984
0,24.216522
0,5.0142193
0,25.071096
0,8.473393
0,15.379206
0,6.4799995
0,8.557102
0,8.766573
0,8.049845
0,48.993076
0,6.1305785
0,4.73506
0,25.864943
0,14.168641
0,15.629972
0,5.3999996
0,4.3498964
0,3.96
0,12.522619
0,20.037485
0,5.495161
0,15.349684
0,9.779817
0,15.745627
0,5.6233797
0,16.676977
0,5.1544156
0,18.359999
0,6.849467
0,19.652176
0,7.2805495
0,7.386582
0,11.212135
0,6.9899354
0,12.959999
0,4.896529
0,5.3517847
0,12.397806
0,12.72283
0,12.682018
0,6.151683
0,12.096214
0,7.2805495
0,6.618519
0,27.212759
0,0.35999998
0,20.598795
0,5.4833565
0,13.397612
0,12.605142
0,19.959719
0,8.089993
0,10.587917
0,0.35999998
0,6.725354
0,18.751125
0,9.3876505
0,10.1887
0,8.4042845
0,12.074766
0,7.729527
0,10.495713
0,10.931203
0,15.111424
0,17.58481
0,0.8049845
0,25.12016
0,12.245294
0,2.8799999
0,10.703569
0,18.837322
0,3.096837
0,0.0
0,17.10284
0,12.768586
0,4.1046314
0,22.42427
0,20.966715
0,39.523014
0,8.311245
0,0.5091169
0,7.7879906
0,9.107359
0,11.879999
0,2.968636
0,2.8116899
0,7.5685663
0,0.5091169
0,20.898611
0,6.1305785
0,4.6102495
0,3.319036
0,8.654986
0,3.396233
0,11.726277
0,5.692099
0,27.792374
0,5.3999996
0,12.261158
0,2.52
0,13.797912
0,7.754637
0,7.342588
0,11.720751
0,9.885262
0,5.692099
0,4.6938252
0,12.7279215
0,8.699793
0,6.9247384
0,0.8049845
0,1.835647
0,0.0
0,23.936617
0,17.283749
0,8.942214
0,12.287555
0,5.3517847
0,36.834526
0,1.4399999
0,12.783802
0,14.003029
0,1.0182338
0,4.5820518
0,6.792466
0,11.159999
0,1.1384199
0,2.5455842
0,11.620809
0,15.39184
0,8.350138
0,11.384199
0,9.565437
0,8.350138
0,7.9036193
0,4.6938257
0,2.16
0,26.009842
0,23.224882
0,11.901798
0,2.3051248
0,2.5959969
0,11.304229
0,4.5536795
0,2.5959969
0,5.04
0,20.94507
0,4.5820518
0,12.979984
0,0.71999997
0,8.473393
0,17.902534
0,9.793059
0,2.1897945
0,10.948973
0,3.8773184
0,19.829433
0,16.595179
0,21.434364
0,2.8799999
0,6.2145634
0,9.726664
0,7.729527
0,4.802999
0,7.8954163
0,1.9386592
0,8.311245
0,4.8965297
0,2.5959969
0,23.042812
0,8.225035
0,4.5536795
0,10.464797
0,17.28
0,5.5887027
0,14.24163
0,7.628263
0,5.00128
0,11.542478
0,12.55879
0,14.05845
0,3.0758414
0,7.8954163
0,1.1384199
0,6.6087217
0,12.641076
0,5.5887027
0,7.172949
0,2.8116899
0,8.049845
0,10.661107
0,8.161764
0,4.2136917
0,4.0249224
0,1.4399999
0,5.3517847
0,11.384199
0,3.6
0,7.9932976
0,22.180206
0,33.449017
0,6.792466
0,7.653705
0,19.211996
0,35.02561
0,7.928178
0,0.71999997
0,7.10031
0,32.32992
0,21.659918
0,3.5455887
0,6.8399997
0,3.9763298
0,9.746631
0,7.2359104
0,32.90014
0,3.2599385
0,38.403748
0,17.673029
0,0.5091169
0,3.0547013
0,31.780067
0,4.8433046
0,18.678415
0,8.287822
0,3.319036
0,5.04
0,1.835647
0,5.1919937
0,10.661107
0,2.0991426
0,11.709688
0,8.905908
0,5.692099
0,9.726665
0,9.793058
0,6.193674
0,7.127636
0,8.209263
0,5.3517847
0,1.08
0,1.484318
0,3.7585104
0,18.1041
0,2.9024127
0,10.8955765
0,7.8954163
0,8.905908
0,4.0249224
0,9.793059
0,15.646544
0,16.923828
0,7.289444
0,13.392774
0,6.9247384
0,4.32
0,7.92
0,20.545246
0,7.0911775
0,6.725354
0,14.264361
0,1.8
0,7.771331
0,2.6208394
0,13.708391
0,15.941944
0,38.921646
0,16.946787
0,13.392774
0,17.114204
0,17.873556
0,19.914217
0,10.703569
0,9.3876505
0,5.3517847
0,10.739832
0,11.983188
0,9.885262
0,9.007196
0,2.0991426
0,5.315336
0,7.8954163
0,3.219938
0,10.948973
0,2.8799999
0,2.7416782
0,15.496736
0,29.69727
0,4.452954
0,22.61419
0,11.177405
0,23.051247
0,13.661038
0,29.162222
0,12.979984
0,3.671294
0,8.0899935
0,5.4477882
0,14.77755
0,10.829959
0,10.00256
0,7.5170207
0,5.7599998
0,3.6
0,6.849467
0,11.609651
0,6.2145634
0,12.181624
0,5.8603754
0,5.8603754
0,6.924738
0,19.826164
0,5.904439
0,6.193674
0,5.7599998
0,17.309973
0,6.638072
0,48.786304
0,16.946787
0,4.896529
0,9.793059
0,20.570463
0,9.220499
0,11.720751
0,5.991594
0,6.849467
